ability,item,moves
Unaware,Leftovers,WaveCrash Curse SleepTalk Rest 
FlameBody,HeavyDutyBoots,Flamethrower WillOWisp Defog Roost 
NaturalCure,HeavyDutyBoots,SeismicToss ShadowBall StealthRock SoftBoiled 
EarthEater,SitrusBerry,ShedTail BodyPress SleepTalk Rest 
QuarkDrive,BoosterEnergy,Moonblast Psyshock CalmMind Taunt 
Multiscale,ChoiceBand,Outrage ExtremeSpeed Earthquake FirePunch 
Regenerator,RedCard,SludgeBomb GrassKnot FoulPlay Spore 
Levitate,Leftovers,DarkPulse FlashCannon NastyPlot Substitute 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
Protosynthesis,RockyHelmet,Earthquake KnockOff RapidSpin StealthRock 
QuarkDrive,ChoiceSpecs,Moonblast Thunderbolt ShadowBall Psyshock 
QuarkDrive,EjectPack,CloseCombat KnockOff Moonblast Thunderbolt 
Protosynthesis,EjectPack,HeadlongRush CloseCombat StealthRock RapidSpin 
GoodasGold,EjectPack,ShadowBall MakeItRain NastyPlot Recover 
Overgrow,HeavyDutyBoots,Spikes KnockOff SuckerPunch FlowerTrick 
Infiltrator,ChoiceBand,DragonDarts PhantomForce SuckerPunch Uturn 
QuarkDrive,BoosterEnergy,FieryDance SludgeWave DazzlingGleam TeraBlast 
QuarkDrive,BoosterEnergy,DazzlingGleam FieryDance EnergyBall Psychic 
Overgrow,FocusSash,LeafStorm KnockOff Spikes Taunt 
QuarkDrive,BoosterEnergy,SteelBeam RapidSpin Thunder StealthRock 
Infiltrator,ChoiceSpecs,ShadowBall DracoMeteor Flamethrower Uturn 
SupremeOverlord,BlackGlasses,KowtowCleave SwordsDance IronHead SuckerPunch 
Multiscale,HeavyDutyBoots,DragonDance Roost Earthquake ExtremeSpeed 
MagicBounce,Leftovers,DrainingKiss Psyshock MysticalFire CalmMind 
QuarkDrive,LifeOrb,CloseCombat ZenHeadbutt KnockOff SwordsDance 
VesselofRuin,Leftovers,Earthquake Ruination StealthRock Spikes 
Regenerator,RedCard,GigaDrain ClearSmog FoulPlay Spore 
GoodasGold,ChoiceScarf,MakeItRain ShadowBall Recover Trick 
Multiscale,ChoiceBand,Outrage Earthquake ExtremeSpeed Roost 
Pickpocket,ChoiceBand,BeatUp IcicleCrash LowKick IceShard 
Multiscale,HeavyDutyBoots,DragonDance Roost Earthquake ExtremeSpeed 
Protosynthesis,EjectPack,HeadlongRush KnockOff RapidSpin StealthRock 
SupremeOverlord,BlackGlasses,SwordsDance IronHead KowtowCleave SuckerPunch 
QuarkDrive,BoosterEnergy,ShadowBall Moonblast CloseCombat Psyshock 
FlashFire,HeavyDutyBoots,BulkUp BitterBlade Taunt ShadowSneak 
Prankster,LightClay,MagicRoom LightScreen Reflect Spikes 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Recover NastyPlot 
Multiscale,ChoiceBand,DragonDance ExtremeSpeed ThunderPunch Earthquake 
NaturalCure,FocusSash,CloseCombat DoubleShock GrassKnot RevivalBlessing 
Moxie,ChoiceBand,AquaStep CloseCombat SwordsDance IceSpinner 
Protosynthesis,BoosterEnergy,HeadlongRush IceSpinner RapidSpin StealthRock 
Multiscale,HeavyDutyBoots,Earthquake ExtremeSpeed DragonDance Rest 
Multiscale,HeavyDutyBoots,FirePunch/IceSpinner Earthquake ExtremeSpeed DragonDance 
Multiscale,LifeOrb,Outrage/DragonClaw/Earthquake FirePunch/Earthquake/IronHead ExtremeSpeed DragonDance 
Multiscale,HeavyDutyBoots/Leftovers,Earthquake ExtremeSpeed DragonDance Substitute 
Multiscale,CovertCloak/Leftovers/HeavyDutyBoots,Thunderbolt/Thunder Hurricane Surf Roost 
Multiscale,Leftovers/RockyHelmet,Earthquake/BodyPress ExtremeSpeed Wrap Roost 
Static,PetayaBerry,Agility Discharge HeatWave Roost/Substitute/Hurricane 
Static,ChoiceScarf,Thunder Thunderbolt VoltSwitch Hurricane 
Static,Magnet,ElectroBall Hurricane ThunderWave Roost 
Static,HeavyDutyBoots,Discharge HeatWave EerieImpulse Roost 
Pressure,Leftovers,Thunderbolt Hurricane Substitute TeraBlast/Roost 
Pressure,CovertCloak,Substitute Roost Protect Discharge/TeraBlast 
Regenerator,LifeOrb,AcidSpray Psychic Flamethrower Surf 
Regenerator,HeavyDutyBoots,FutureSight FireBlast SlackOff ChillyReception 
Regenerator,Leftovers,Flamethrower Toxic Block SlackOff 
Regenerator,ExpertBelt,SludgeBomb TrickRoom Flamethrower/FireBlast Surf/IceBeam/NastyPlot 
Regenerator,ColburBerry,SludgeBomb FutureSight TrickRoom ChillyReception 
Regenerator,KasibBerry,Toxic EerieSpell SlackOff LightScreen/ThunderWave 
PoisonHeal,LoadedDice,Earthquake Crabhammer ScaleShot SwordsDance 
PoisonHeal,ToxicOrb,Earthquake Toxic Protect Substitute 
PoisonHeal,ToxicOrb,Earthquake ToxicSpikes SwordsDance/KnockOff DualWingbeat/UTurn/Facade 
PoisonHeal,ToxicOrb,Earthquake UTurn KnockOff ScaryFace 
HyperCutter/PoisonHeal,ChoiceBand,Earthquake Crabhammer UTurn DualWingbeat 
PoisonHeal,ToxicOrb,Earthquake Acrobatics Fling SwordsDance 
Protosynthesis,LaggingTail,JawLock Earthquake Roost Uturn 
ThermalExchange,LoadedDice,GlaiveRush IcicleSpear Earthquake DragonDance 
Regenerator,AssaultVest,DracoMeteor KnockOff RapidSpin Uturn 
Multiscale,HeavyDutyBoots,ExtremeSpeed Earthquake IceSpinner DragonDance 
FlashFire,Leftovers,BitterBlade ShadowSneak Taunt BulkUp 
Regenerator,RockyHelmet,GigaDrain SludgeBomb ClearSmog Spore 
Protosynthesis,Leftovers,JawLock Earthquake Roost Uturn 
ThermalExchange,LoadedDice,GlaiveRush IcicleSpear Earthquake DragonDance 
Regenerator,AssaultVest,DracoMeteor KnockOff RapidSpin Uturn 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
HugePower,SitrusBerry,Liquidation AquaJet PlayRough BellyDrum 
Regenerator,RockyHelmet,GigaDrain SludgeBomb StompingTantrum Spore 
FlashFire,QuickClaw,ShadowBall BitterBlade StoredPower BrickBreak 
SoulHeart,QuickClaw,CalmMind ShiftGear ShadowBall PlayRough 
Illusion,QuickClaw,ShadowBall Facade Uturn BrickBreak 
Protosynthesis,QuickClaw,HydroSteam DragonRush Flamethrower Hurricane 
Protean,QuickClaw,Blizzard Acrobatics HydroPump GunkShot 
SandStream,QuickClaw,Blizzard StoneEdge Earthquake Thunder 
Regenerator,AssaultVest,KnockOff Uturn DragonTail RapidSpin 
Regenerator,AssaultVest,Surf SludgeBomb TeraBlast AcidSpray 
Levitate,ScopeLens,FocusEnergy FlashCannon DarkPulse DracoMeteor 
Illusion,FocusSash,NastyPlot BitterMalice GrassKnot Flamethrower 
Protean,HeavyDutyBoots,KnockOff SuckerPunch Uturn FlowerTrick 
Protosynthesis,HeavyDutyBoots,VoltSwitch EarthPower TeraBlast StealthRock 
Regenerator,HeavyDutyBoots,KnockOff RapidSpin DragonTail Taunt 
PurifyingSalt,Leftovers,SaltCure StealthRock Protect Recover 
FlameBody,HeavyDutyBoots,FieryDance TeraBlast QuiverDance MorningSun 
Protean,ChoiceSpecs,HydroPump DarkPulse Spikes Uturn 
Regenerator,Leftovers,ChillingWater Toxic Haze Recover 
Protosynthesis,HeavyDutyBoots,Uturn FirstImpression WillOWisp MorningSun 
ThermalExchange,LoadedDice,DragonDance IcicleSpear Earthquake GlaiveRush 
Protean,ChoiceScarf,KnockOff PlayRough Uturn FlowerTrick 
GoodasGold,ChoiceSpecs,ShadowBall MakeItRain Trick Recover 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Levitate,Leftovers,VoltSwitch HydroPump WillOWisp ThunderWave 
QuarkDrive,HeavyDutyBoots,SludgeWave FieryDance Psychic Agility 
Regenerator,LifeOrb,Overheat DracoMeteor RapidSpin KnockOff 
Regenerator,HeavyDutyBoots,ToxicSpikes Toxic Surf Recover 
Levitate,Leftovers,DarkPulse EarthPower NastyPlot Substitute 
Protosynthesis,RockyHelmet,Earthquake StealthRock KnockOff RapidSpin 
Levitate,Leftovers,HydroPump VoltSwitch ThunderWave WillOWisp 
Unaware,HeavyDutyBoots,Hex WillOWisp SlackOff TorchSong 
Drought,HeatRock,LavaPlume StealthRock RapidSpin Yawn 
Protosynthesis,EjectPack,Earthquake CloseCombat RapidSpin BulkUp 
MagicBounce,Leftovers,Psyshock DrainingKiss StoredPower CalmMind 
Protosynthesis,ChoiceBand,Outrage Crunch Uturn IronHead 
Protosynthesis,ExpertBelt,Thunderbolt EarthPower VoltSwitch TeraBlast 
WeakArmor,FocusSash,BitterBlade ShadowSneak SolarBlade SwordsDance 
Overgrow,BlackGlasses,KnockOff SuckerPunch LowKick FlowerTrick 
PurifyingSalt,Leftovers,Block Curse Recover SaltCure 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
FlameBody,HeavyDutyBoots,Flamethrower QuiverDance MorningSun GigaDrain 
Infiltrator,HeavyDutyBoots,DragonDarts WillOWisp Hex Uturn 
Unaware,RockyHelmet,WaveCrash BodyPress Curse Rest 
Drizzle,DampRock,Hurricane Surf Uturn Roost 
Multiscale,HeavyDutyBoots,Earthquake Hurricane Thunder ExtremeSpeed 
DrySkin,LifeOrb,SwordsDance DrainPunch PoisonJab SuckerPunch 
SwiftSwim,ChoiceBand,WaveCrash IceSpinner Liquidation AquaJet 
Regenerator,EjectButton,FoulPlay Spore GigaDrain SludgeBomb 
Protosynthesis,Leftovers,Earthquake RapidSpin KnockOff StealthRock 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
QuarkDrive,BoosterEnergy,FieryDance Psychic EnergyBall DazzlingGleam 
ToxicDebris,FocusSash,PowerGem EnergyBall StealthRock EarthPower 
Infiltrator,Leftovers,DragonDarts Hex ThunderWave Substitute 
QuarkDrive,BoosterEnergy,Moonblast ShadowBall CloseCombat Substitute 
Protosynthesis,BoosterEnergy,Earthquake KnockOff RapidSpin Taunt 
Multiscale,HeavyDutyBoots,DragonDance TeraBlast Earthquake Roost 
SupremeOverlord,BlackGlasses,SwordsDance LowKick KowtowCleave SuckerPunch 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Regenerator,AssaultVest,Surf SludgeBomb Infestation AcidSpray 
Infiltrator,Leftovers,WillOWisp Hex DragonDarts Substitute 
QuarkDrive,ChoiceScarf,Moonblast CloseCombat KnockOff Trick 
Regenerator,Leftovers,FutureSight ChillyReception Surf Yawn 
SupremeOverlord,ChoiceBand,LowKick KowtowCleave SuckerPunch IronHead 
Unaware,HeavyDutyBoots,Substitute TorchSong ShadowBall SlackOff 
Protosynthesis,Leftovers,BulkUp Earthquake KnockOff RapidSpin 
Blaze,HeavyDutyBoots,PyroBall Uturn WillOWisp CourtChange 
Levitate,ChoiceScarf,Uturn DracoMeteor FireBlast EarthPower 
ToxicDebris,FocusSash,Spikes MortalSpin SludgeWave EnergyBall 
GoodasGold,EjectPack,MakeItRain ShadowBall Recover NastyPlot 
Multiscale,ChoiceBand,Outrage Earthquake FirePunch ExtremeSpeed 
Protosynthesis,BoosterEnergy,StealthRock Earthquake KnockOff RapidSpin 
QuarkDrive,BoosterEnergy,CalmMind Moonblast ShadowBall Psyshock 
SupremeOverlord,Leftovers,SuckerPunch KowtowCleave SwordsDance IronHead 
FlashFire,HeavyDutyBoots,BitterBlade BulkUp ShadowSneak Taunt 
Protosynthesis,EjectPack,RapidSpin IceSpinner HeadlongRush CloseCombat 
Levitate,Leftovers,EarthPower NastyPlot DracoMeteor Substitute 
QuarkDrive,BoosterEnergy,Encore CloseCombat KnockOff Moonblast 
Pixilate,Leftovers,HyperVoice CalmMind Psyshock Substitute 
SupremeOverlord,Leftovers,KowtowCleave IronHead SwordsDance SuckerPunch 
Multiscale,ChoiceBand,ExtremeSpeed Earthquake FirePunch Outrage 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Uturn Flamethrower 
Protean,ChoiceBand,KnockOff SuckerPunch Uturn FlowerTrick 
Protosynthesis,RockyHelmet,Earthquake StealthRock KnockOff RapidSpin 
Pressure,Leftovers,BraveBird BodyPress Uturn Roost 
SupremeOverlord,Leftovers,KowtowCleave SuckerPunch IronHead SwordsDance 
Defiant,Eviolite,RageFist DrainPunch BulkUp Taunt 
GoodasGold,CovertCloak,Hex ThunderWave Recover NastyPlot 
Unaware,HeavyDutyBoots,TorchSong TeraBlast WillOWisp SlackOff 
Pressure,Leftovers,BraveBird Uturn Roost Defog 
VesselofRuin,Leftovers,StealthRock Spikes Whirlwind Earthquake 
Protosynthesis,Leftovers,Wish DazzlingGleam Protect Encore 
CursedBody,ChoiceSpecs,IceBeam ShadowBall TeraBlast Thunderbolt 
QuarkDrive,ChoiceSpecs,Moonblast Psyshock ShadowBall Thunderbolt 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
PurifyingSalt,Leftovers,StealthRock SaltCure Protect Recover 
Regenerator,AssaultVest,Surf SludgeBomb Infestation AcidSpray 
MoldBreaker,HeavyDutyBoots,Roost FlyingPress Defog Uturn 
Protosynthesis,EjectPack,StealthRock CloseCombat HeadlongRush RapidSpin 
HugePower,SitrusBerry,BellyDrum Substitute AquaJet PlayRough 
Regenerator,AssaultVest,Infestation Surf SludgeBomb IceBeam 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Trick FocusBlast 
Protosynthesis,Leftovers,Roost DragonDance Crunch Fly 
Multiscale,HeavyDutyBoots,DragonDance FirePunch Earthquake ExtremeSpeed 
PsychicSurge,TerrainExtender,Psychic DazzlingGleam Encore HealingWish 
WeakArmor,FocusSash,ShellSmash ShadowBall StoredPower TeraBlast 
WeakArmor,FocusSash,ArmorCannon ExpandingForce Taunt Endure 
MagicBounce,EjectButton,HealingWish Psychic DazzlingGleam Nuzzle 
Protosynthesis,BoosterEnergy,RapidSpin StealthRock KnockOff Earthquake 
ThermalExchange,LoadedDice,DragonDance IcicleSpear Earthquake Substitute 
ToxicDebris,FocusSash,PowerGem EarthPower StealthRock MortalSpin 
ThermalExchange,LoadedDice,IcicleSpear IceShard GlaiveRush SwordsDance 
GoodasGold,AirBalloon,NastyPlot ShadowBall MakeItRain Recover 
Protosynthesis,AssaultVest,KnockOff Earthquake IceSpinner RapidSpin 
SupremeOverlord,Leftovers,KowtowCleave SuckerPunch LowKick SwordsDance 
QuarkDrive,BoosterEnergy,FieryDance EnergyBall DazzlingGleam Psychic/TeraBlast 
QuarkDrive,ChoiceSpecs,Flamethrower Psychic EnergyBall DazzlingGleam 
Protosynthesis,Leftovers,BodyPress StealthRock RapidSpin KnockOff 
GoodasGold,ChoiceScarf,FocusBlast ShadowBall MakeItRain Trick 
ThermalExchange,ChoiceBand,GlaiveRush Earthquake IcicleCrash IceShard 
VesselofRuin,Leftovers,Earthquake Ruination Whirlwind Spikes 
Multiscale,Leftovers,DragonDance DragonClaw FirePunch ExtremeSpeed 
IceBody,ChoiceSpecs,Blizzard FreezeDry IceBeam ShadowBall 
Regenerator,LaggingTail,TrickRoom ChillyReception Surf SlackOff 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
Protosynthesis,Leftovers,Earthquake KnockOff RapidSpin StealthRock 
Blaze,HeavyDutyBoots,PyroBall Uturn WillOWisp CourtChange 
Pressure,Leftovers,BraveBird Uturn Roost BodyPress 
Bulletproof,RockyHelmet,SeedBomb Synthesis BodyPress Spikes 
Protean,ChoiceScarf,FlowerTrick KnockOff Uturn Trick 
Unaware,CovertCloak,PoisonJab Earthquake StealthRock Recover 
Protosynthesis,Leftovers,Earthquake BulkUp KnockOff RapidSpin 
GoodasGold,ChoiceSpecs,MakeItRain ShadowBall Recover Trick 
Protosynthesis,Leftovers,HydroSteam DragonPulse Roar Substitute 
Drought,HeatRock,StealthRock Yawn LavaPlume Rest 
Protosynthesis,ChoiceScarf,Crunch Uturn Earthquake IronHead 
Protosynthesis,ChoiceSpecs,HydroSteam DracoMeteor Flamethrower DragonPulse 
Protosynthesis,Leftovers,RapidSpin Earthquake KnockOff BodyPress 
MagicBounce,Leftovers,DrainingKiss Psyshock MysticalFire HealingWish 
FlashFire,HeavyDutyBoots,SwordsDance BitterBlade ShadowSneak SolarBlade 
Electromorphosis,HeavyDutyBoots,ChargeBeam SlackOff ParabolicCharge Soak 
Regenerator,Leftovers,Recover ToxicSpikes Haze Surf 
VesselofRuin,Leftovers,Spikes Earthquake Ruination Whirlwind 
GoodasGold,AirBalloon,NastyPlot Recover ShadowBall MakeItRain 
PurifyingSalt,HeavyDutyBoots,SaltCure Recover StealthRock Protect 
Protean,ChoiceBand,KnockOff FlowerTrick Uturn SuckerPunch 
Regenerator,HeavyDutyBoots,SlackOff ChillyReception FutureSight Surf 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave LowKick SuckerPunch 
Protean,HeavyDutyBoots,KnockOff Uturn FlowerTrick SuckerPunch 
Protosynthesis,Leftovers,StealthRock RapidSpin Earthquake KnockOff 
ThermalExchange,ChoiceBand,IcicleCrash GlaiveRush Earthquake IceShard 
QuarkDrive,ChoiceSpecs,Moonblast ShadowBall Thunderbolt AuraSphere 
Protosynthesis,FocusSash,StealthRock RapidSpin CloseCombat HeadlongRush 
ThermalExchange,DragonFang,SwordsDance IcicleCrash GlaiveRush IceShard 
Protosynthesis,BoosterEnergy,DragonDance Crunch Acrobatics Earthquake 
Illusion,ChoiceSpecs,ShadowBall GrassKnot Flamethrower Trick 
SupremeOverlord,BlackGlasses,SwordsDance KowtowCleave IronHead SuckerPunch 
QuarkDrive,BoosterEnergy,CalmMind Moonblast Psyshock ShadowBall 
Protean,ChoiceScarf,KnockOff Uturn FlowerTrick Trick 
SupremeOverlord,Leftovers,SwordsDance SuckerPunch IronHead KowtowCleave 
Multiscale,ChoiceBand,TeraBlast FirePunch ExtremeSpeed Earthquake 
Regenerator,HeavyDutyBoots,FutureSight Psychic ChillyReception SlackOff 
Blaze,HeavyDutyBoots,PyroBall WillOWisp Uturn CourtChange 
Protosynthesis,RockyHelmet,Earthquake KnockOff RapidSpin StealthRock 
Protean,ChoiceBand,FlowerTrick Uturn SuckerPunch KnockOff 
VesselofRuin,RedCard,Spikes StealthRock Whirlwind Earthquake 
GoodasGold,ChoiceScarf,Psyshock ShadowBall MakeItRain Trick 
Protosynthesis,Leftovers,RapidSpin HeadlongRush IceSpinner CloseCombat 
Infiltrator,ChoiceSpecs,Uturn DracoMeteor ShadowBall FireBlast 
SupremeOverlord,Leftovers,KowtowCleave SwordsDance IronHead SuckerPunch 
Regenerator,AssaultVest,Surf Psyshock IceBeam Psychic 
Pressure,Leftovers,BraveBird Uturn Roost Defog 
Protosynthesis,Leftovers,Earthquake KnockOff StealthRock RapidSpin 
Infiltrator,ChoiceSpecs,DracoMeteor ShadowBall Flamethrower Uturn 
Unaware,HeavyDutyBoots,Substitute TorchSong ShadowBall SlackOff 
SupremeOverlord,Leftovers,SwordsDance IronHead KowtowCleave SuckerPunch 
Overgrow,FocusSash,Spikes Taunt KnockOff LeafStorm 
Protosynthesis,EjectPack,HeadlongRush StealthRock KnockOff RapidSpin 
HugePower,SitrusBerry,BellyDrum PlayRough AquaJet Encore 
SupremeOverlord,Leftovers,SwordsDance LowKick KowtowCleave SuckerPunch 
Illusion,FocusSash,GrassKnot NastyPlot ShadowBall Flamethrower 
QuarkDrive,BoosterEnergy,FieryDance Agility DazzlingGleam Psychic 
Overgrow,HeavyDutyBoots,KnockOff FlowerTrick Uturn Spikes 
Pressure,Leftovers,IronDefense Roost BodyPress Uturn 
Regenerator,HeavyDutyBoots,FutureSight Surf SlackOff ChillyReception 
Unaware,HeavyDutyBoots,StealthRock Toxic Amnesia Recover 
Unaware,HeavyDutyBoots,BodyPress Liquidation Rest SleepTalk 
Illusion,HeavyDutyBoots,NastyPlot TeraBlast WillOWisp Hex 
Overgrow,FocusSash,Spikes Taunt KnockOff LeafStorm 
QuarkDrive,BoosterEnergy,FieryDance EnergyBall DazzlingGleam Psychic 
QuarkDrive,BoosterEnergy,Psyshock KnockOff Moonblast Thunderbolt 
SupremeOverlord,BlackGlasses,SuckerPunch SwordsDance IronHead KowtowCleave 
Multiscale,HeavyDutyBoots,DragonDance ExtremeSpeed Earthquake FirePunch 
Pickpocket,AirBalloon,StealthRock GigatonHammer KnockOff Encore 
Protosynthesis,BoosterEnergy,Agility DragonPulse Flamethrower HydroSteam 
SupremeOverlord,LumBerry,SwordsDance IronHead KowtowCleave SuckerPunch 
Multiscale,HeavyDutyBoots,DragonDance FirePunch DragonClaw Encore 
QuarkDrive,BoosterEnergy,EnergyBall DazzlingGleam FieryDance Psychic 
ToxicDebris,FocusSash,StealthRock SludgeWave EarthPower EnergyBall 
HugePower,AssaultVest,Liquidation PlayRough AquaJet IceSpinner 
SupremeOverlord,Leftovers,KowtowCleave IronHead SuckerPunch SwordsDance 
Multiscale,HeavyDutyBoots,ExtremeSpeed DragonDance Roost Earthquake 
Protosynthesis,EjectPack,StealthRock CloseCombat HeadlongRush RapidSpin 
MagnetPull,AirBalloon,Thunderbolt FlashCannon IronDefense BodyPress 
Regenerator,AssaultVest,Infestation SludgeBomb Surf IceBeam 
Infiltrator,ChoiceSpecs,ShadowBall DracoMeteor FireBlast Uturn 
Protosynthesis,HeavyDutyBoots,Uturn MorningSun WillOWisp LowKick 
PurifyingSalt,Leftovers,StealthRock SaltCure Protect Recover 
Regenerator,AssaultVest,RapidSpin Overheat Uturn KnockOff 
SupremeOverlord,Leftovers,SwordsDance KowtowCleave SuckerPunch IronHead 
Regenerator,AssaultVest,Surf SludgeBomb Infestation AcidSpray 
Unaware,HeavyDutyBoots,Substitute TorchSong EarthPower SlackOff 
Sturdy,HeavyDutyBoots,RapidSpin Recover BodyPress Avalanche 
Guts,FlameOrb,Facade Uturn BraveBird QuickAttack 
Protosynthesis,BoosterEnergy,DragonDance Crunch Acrobatics Roost 
Moxie,ChoiceScarf,CloseCombat Earthquake Megahorn StoneEdge 
Regenerator,HeavyDutyBoots,SlackOff FutureSight Surf ThunderWave 
Stamina,HeavyDutyBoots,Earthquake StealthRock SleepTalk Rest 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Unaware,HeavyDutyBoots,ShadowBall TorchSong Substitute SlackOff 
Pressure,Leftovers,BraveBird Uturn Defog Roost 
Regenerator,AssaultVest,Surf SludgeBomb Infestation AcidSpray 
Protean,ChoiceBand,KnockOff FlowerTrick ThunderPunch Uturn 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Unaware,Leftovers,WaveCrash Curse SleepTalk Rest 
Pressure,Leftovers,BraveBird Uturn Defog Roost 
Unaware,Leftovers,Earthquake PoisonJab Spikes Recover 
Protean,ChoiceBand,KnockOff FlowerTrick ThunderPunch ToxicSpikes 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Unaware,CovertCloak,WaveCrash Curse SleepTalk Rest 
Multiscale,HeavyDutyBoots,Hurricane FireSpin Encore Roost 
Regenerator,AssaultVest,Surf SludgeBomb Infestation AcidSpray 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Psyshock Trick 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Unaware,CovertCloak,WaveCrash Curse SleepTalk Rest 
Pressure,Leftovers,BraveBird Uturn Defog Roost 
VesselofRuin,Leftovers,Earthquake Ruination Whirlwind Spikes 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Psyshock Trick 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
Unaware,CovertCloak,WaveCrash Curse SleepTalk Rest 
Pressure,Leftovers,BraveBird Uturn Defog Roost 
Unaware,Leftovers,Earthquake PoisonJab Spikes Recover 
GoodasGold,ChoiceScarf,ShadowBall MakeItRain Psyshock Trick 
Protosynthesis,Leftovers,DazzlingGleam Encore Protect Wish 
Protosynthesis,Leftovers,Earthquake StealthRock KnockOff RapidSpin 
