pkmn,ability,item,team,moves
GreatTusk,Protosynthesis,Leftovers,IronValiant Gholdengo Dragonite TingLu RotomWash ,Earthquake KnockOff RapidSpin StealthRock 
IronValiant,QuarkDrive,BoosterEnergy,GreatTusk Gholdengo Dragonite TingLu RotomWash ,Moonblast CalmMind Taunt Psyshock 
Gholdengo,GoodasGold,CovertCloak,GreatTusk IronValiant Dragonite TingLu RotomWash ,ShadowBall MakeItRain NastyPlot Recover 
Dragonite,Multiscale,HeavyDutyBoots,GreatTusk IronValiant Gholdengo TingLu RotomWash ,DragonDance ExtremeSpeed Earthquake Roost 
TingLu,VesselofRuin,Leftovers,GreatTusk IronValiant Gholdengo Dragonite RotomWash ,Ruination Spikes Whirlwind Earthquake 
RotomWash,Levitate,Leftovers,GreatTusk IronValiant Gholdengo Dragonite TingLu ,ThunderWave HydroPump VoltSwitch Protect 
Dragapult,Infiltrator,Leftovers,GreatTusk Slowking Baxcalibur Volcarona Kingambit ,WillOWisp Hex DragonDarts Substitute 
GreatTusk,Protosynthesis,Leftovers,Dragapult Slowking Baxcalibur Volcarona Kingambit ,Earthquake KnockOff RapidSpin StealthRock 
Slowking,Regenerator,RedCard,Dragapult GreatTusk Baxcalibur Volcarona Kingambit ,FutureSight Surf SlackOff ChillyReception 
Baxcalibur,ThermalExchange,HeavyDutyBoots,Dragapult GreatTusk Slowking Volcarona Kingambit ,SwordsDance IceShard GlaiveRush Earthquake 
Volcarona,FlameBody,HeavyDutyBoots,Dragapult GreatTusk Slowking Baxcalibur Kingambit ,FieryDance GigaDrain QuiverDance MorningSun 
Kingambit,SupremeOverlord,Leftovers,Dragapult GreatTusk Slowking Baxcalibur Volcarona ,KowtowCleave SuckerPunch IronHead SwordsDance 
Hatterene,MagicBounce,Leftovers,Dragonite ZoroarkHisui GreatTusk Cinderace Kingambit ,CalmMind DrainingKiss StoredPower Substitute 
Dragonite,Multiscale,HeavyDutyBoots,Hatterene ZoroarkHisui GreatTusk Cinderace Kingambit ,DragonDance ExtremeSpeed Earthquake Encore 
ZoroarkHisui,Illusion,ChoiceSpecs,Hatterene Dragonite GreatTusk Cinderace Kingambit ,HyperVoice ShadowBall FocusBlast GrassKnot 
GreatTusk,Protosynthesis,EjectPack,Hatterene Dragonite ZoroarkHisui Cinderace Kingambit ,HeadlongRush CloseCombat RapidSpin StealthRock 
Cinderace,Blaze,HeavyDutyBoots,Hatterene Dragonite ZoroarkHisui GreatTusk Kingambit ,PyroBall Uturn WillOWisp CourtChange 
Kingambit,SupremeOverlord,BlackGlasses,Hatterene Dragonite ZoroarkHisui GreatTusk Cinderace ,SwordsDance IronHead KowtowCleave SuckerPunch 
Pelipper,Drizzle,DampRock,Floatzel GreatTusk Dragapult Kingambit Amoonguss ,Hurricane Surf Roost Uturn 
Floatzel,SwiftSwim,ChoiceBand,Pelipper GreatTusk Dragapult Kingambit Amoonguss ,WaveCrash IceSpinner Liquidation AquaJet 
GreatTusk,Protosynthesis,Leftovers,Pelipper Floatzel Dragapult Kingambit Amoonguss ,Earthquake RapidSpin KnockOff StealthRock 
Dragapult,Infiltrator,ChoiceSpecs,Pelipper Floatzel GreatTusk Kingambit Amoonguss ,DracoMeteor ShadowBall Thunder Uturn 
Kingambit,SupremeOverlord,Leftovers,Pelipper Floatzel GreatTusk Dragapult Amoonguss ,SwordsDance TeraBlast KowtowCleave SuckerPunch 
Amoonguss,Regenerator,EjectButton,Pelipper Floatzel GreatTusk Dragapult Kingambit ,FoulPlay Spore GigaDrain SludgeBomb 
Baxcalibur,ThermalExchange,HeavyDutyBoots,Gholdengo GreatTusk IronValiant RotomWash Kingambit ,SwordsDance GlaiveRush Earthquake IceShard 
Gholdengo,GoodasGold,ChoiceSpecs,Baxcalibur GreatTusk IronValiant RotomWash Kingambit ,ShadowBall MakeItRain PowerGem Thunderbolt 
GreatTusk,Protosynthesis,EjectPack,Baxcalibur Gholdengo IronValiant RotomWash Kingambit ,HeadlongRush CloseCombat RapidSpin StealthRock 
IronValiant,QuarkDrive,ChoiceScarf,Baxcalibur Gholdengo GreatTusk RotomWash Kingambit ,Moonblast CloseCombat KnockOff Trick 
RotomWash,Levitate,Leftovers,Baxcalibur Gholdengo GreatTusk IronValiant Kingambit ,ThunderWave HydroPump VoltSwitch Protect 
Kingambit,SupremeOverlord,Leftovers,Baxcalibur Gholdengo GreatTusk IronValiant RotomWash ,KowtowCleave TeraBlast SuckerPunch SwordsDance 
Slowking,Regenerator,HeavyDutyBoots,Kingambit Dragonite IronValiant GreatTusk Baxcalibur ,FutureSight Surf ChillyReception SlackOff 
Kingambit,SupremeOverlord,Leftovers,Slowking Dragonite IronValiant GreatTusk Baxcalibur ,SwordsDance KowtowCleave IronHead SuckerPunch 
Dragonite,Multiscale,ChoiceBand,Slowking Kingambit IronValiant GreatTusk Baxcalibur ,Outrage ExtremeSpeed Earthquake FirePunch 
IronValiant,QuarkDrive,ChoiceScarf,Slowking Kingambit Dragonite GreatTusk Baxcalibur ,Moonblast CloseCombat KnockOff Trick 
GreatTusk,Protosynthesis,Leftovers,Slowking Kingambit Dragonite IronValiant Baxcalibur ,Earthquake KnockOff RapidSpin StealthRock 
Baxcalibur,ThermalExchange,Leftovers,Slowking Kingambit Dragonite IronValiant GreatTusk ,DragonDance Substitute IcicleCrash Earthquake 
Corviknight,Pressure,Leftovers,Toxapex GreatTusk IronValiant Skeledirge Meowscarada ,BodyPress BraveBird Roost Uturn 
Toxapex,Regenerator,AssaultVest,Corviknight GreatTusk IronValiant Skeledirge Meowscarada ,Surf IceBeam SludgeBomb Infestation 
GreatTusk,Protosynthesis,Leftovers,Corviknight Toxapex IronValiant Skeledirge Meowscarada ,StealthRock Earthquake KnockOff RapidSpin 
IronValiant,QuarkDrive,ExpertBelt,Corviknight Toxapex GreatTusk Skeledirge Meowscarada ,Moonblast Taunt Psyshock KnockOff 
Skeledirge,Unaware,HeavyDutyBoots,Corviknight Toxapex GreatTusk IronValiant Meowscarada ,TorchSong Hex WillOWisp SlackOff 
Meowscarada,Overgrow,ChoiceBand,Corviknight Toxapex GreatTusk IronValiant Skeledirge ,KnockOff SuckerPunch Uturn FlowerTrick 
Kingambit,SupremeOverlord,Leftovers,GreatTusk ZoroarkHisui Dragonite Gholdengo Amoonguss ,SwordsDance TeraBlast KowtowCleave SuckerPunch 
GreatTusk,Protosynthesis,Leftovers,Kingambit ZoroarkHisui Dragonite Gholdengo Amoonguss ,Earthquake KnockOff RapidSpin StealthRock 
ZoroarkHisui,Illusion,ChoiceSpecs,Kingambit GreatTusk Dragonite Gholdengo Amoonguss ,GrassKnot FocusBlast HyperVoice ShadowBall 
Dragonite,Multiscale,HeavyDutyBoots,Kingambit GreatTusk ZoroarkHisui Gholdengo Amoonguss ,ExtremeSpeed Earthquake DragonDance Roost 
Gholdengo,GoodasGold,ChoiceScarf,Kingambit GreatTusk ZoroarkHisui Dragonite Amoonguss ,ShadowBall MakeItRain Trick Recover 
Amoonguss,Regenerator,RedCard,Kingambit GreatTusk ZoroarkHisui Dragonite Gholdengo ,Spore SludgeBomb GigaDrain FoulPlay 
Garganacl,PurifyingSalt,Leftovers,Magnezone Gholdengo GreatTusk Dragonite Meowscarada ,Curse Earthquake SaltCure Recover 
Magnezone,MagnetPull,ChoiceSpecs,Garganacl Gholdengo GreatTusk Dragonite Meowscarada ,Thunderbolt FlashCannon TeraBlast VoltSwitch 
Gholdengo,GoodasGold,ChoiceScarf,Garganacl Magnezone GreatTusk Dragonite Meowscarada ,ShadowBall MakeItRain Trick FocusBlast 
GreatTusk,Protosynthesis,Leftovers,Garganacl Magnezone Gholdengo Dragonite Meowscarada ,Earthquake StealthRock KnockOff RapidSpin 
Dragonite,Multiscale,HeavyDutyBoots,Garganacl Magnezone Gholdengo GreatTusk Meowscarada ,DragonDance ExtremeSpeed Earthquake Roost 
Meowscarada,Protean,HeavyDutyBoots,Garganacl Magnezone Gholdengo GreatTusk Dragonite ,KnockOff LowKick Uturn FlowerTrick 
GreatTusk,Protosynthesis,EjectPack,Quaquaval Kingambit Dragonite IronValiant Volcarona ,StealthRock HeadlongRush CloseCombat RapidSpin 
Quaquaval,Moxie,Leftovers,GreatTusk Kingambit Dragonite IronValiant Volcarona ,BulkUp AquaStep CloseCombat Roost 
Kingambit,SupremeOverlord,LumBerry,GreatTusk Quaquaval Dragonite IronValiant Volcarona ,KowtowCleave IronHead SuckerPunch SwordsDance 
Dragonite,Multiscale,HeavyDutyBoots,GreatTusk Quaquaval Kingambit IronValiant Volcarona ,DragonClaw FirePunch DragonDance Encore 
IronValiant,QuarkDrive,BoosterEnergy,GreatTusk Quaquaval Kingambit Dragonite Volcarona ,SpiritBreak KnockOff SwordsDance Encore 
Volcarona,FlameBody,HeavyDutyBoots,GreatTusk Quaquaval Kingambit Dragonite IronValiant ,QuiverDance FieryDance TeraBlast Psychic 
GreatTusk,Protosynthesis,Leftovers,Breloom Dragapult Kingambit Hydreigon Slowking ,Earthquake KnockOff RapidSpin StealthRock 
Breloom,Technician,ChoiceBand,GreatTusk Dragapult Kingambit Hydreigon Slowking ,BulletSeed CloseCombat MachPunch RockTomb 
Dragapult,Infiltrator,Leftovers,GreatTusk Breloom Kingambit Hydreigon Slowking ,DragonDarts Hex WillOWisp Substitute 
Kingambit,SupremeOverlord,Leftovers,GreatTusk Breloom Dragapult Hydreigon Slowking ,SwordsDance IronHead KowtowCleave SuckerPunch 
Hydreigon,Levitate,Leftovers,GreatTusk Breloom Dragapult Kingambit Slowking ,NastyPlot Substitute DracoMeteor EarthPower 
Slowking,Regenerator,RedCard,GreatTusk Breloom Dragapult Kingambit Hydreigon ,FutureSight ChillyReception Surf SlackOff 
IronValiant,QuarkDrive,BoosterEnergy,IronMoth Gholdengo Glimmora Kingambit Baxcalibur ,Taunt Moonblast CalmMind Psyshock 
IronMoth,QuarkDrive,BoosterEnergy,IronValiant Gholdengo Glimmora Kingambit Baxcalibur ,DazzlingGleam SludgeWave FieryDance Psychic 
Gholdengo,GoodasGold,EjectPack,IronValiant IronMoth Glimmora Kingambit Baxcalibur ,ShadowBall MakeItRain Recover NastyPlot 
Glimmora,ToxicDebris,FocusSash,IronValiant IronMoth Gholdengo Kingambit Baxcalibur ,StealthRock Spikes MortalSpin DazzlingGleam 
Kingambit,SupremeOverlord,BlackGlasses,IronValiant IronMoth Gholdengo Glimmora Baxcalibur ,SwordsDance LowKick KowtowCleave SuckerPunch 
Baxcalibur,ThermalExchange,LoadedDice,IronValiant IronMoth Gholdengo Glimmora Kingambit ,DragonDance IcicleSpear GlaiveRush TeraBlast 
IronValiant,QuarkDrive,BoosterEnergy,IronMoth Gholdengo Glimmora Kingambit Baxcalibur ,Taunt Moonblast CalmMind Psyshock 
IronMoth,QuarkDrive,BoosterEnergy,IronValiant Gholdengo Glimmora Kingambit Baxcalibur ,DazzlingGleam SludgeWave FieryDance Psychic 
Gholdengo,GoodasGold,EjectPack,IronValiant IronMoth Glimmora Kingambit Baxcalibur ,ShadowBall MakeItRain Recover NastyPlot 
Glimmora,ToxicDebris,FocusSash,IronValiant IronMoth Gholdengo Kingambit Baxcalibur ,StealthRock Spikes MortalSpin DazzlingGleam 
Kingambit,SupremeOverlord,BlackGlasses,IronValiant IronMoth Gholdengo Glimmora Baxcalibur ,SwordsDance LowKick KowtowCleave SuckerPunch 
Baxcalibur,ThermalExchange,LoadedDice,IronValiant IronMoth Gholdengo Glimmora Kingambit ,DragonDance IcicleSpear Earthquake GlaiveRush 
GreatTusk,Protosynthesis,Leftovers,Dragapult Kingambit Skeledirge Dragonite Breloom ,Earthquake KnockOff RapidSpin StealthRock 
Dragapult,Infiltrator,HeavyDutyBoots,GreatTusk Kingambit Skeledirge Dragonite Breloom ,WillOWisp Hex DracoMeteor Uturn 
Kingambit,SupremeOverlord,Leftovers,GreatTusk Dragapult Skeledirge Dragonite Breloom ,SwordsDance IronHead KowtowCleave SuckerPunch 
Skeledirge,Unaware,HeavyDutyBoots,GreatTusk Dragapult Kingambit Dragonite Breloom ,Substitute TorchSong ShadowBall SlackOff 
Dragonite,Multiscale,ChoiceBand,GreatTusk Dragapult Kingambit Skeledirge Breloom ,Outrage ExtremeSpeed Earthquake FirePunch 
Breloom,Technician,LoadedDice,GreatTusk Dragapult Kingambit Skeledirge Dragonite ,BulletSeed MachPunch Bulldoze Spore 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge Meowscarada Toxapex Gholdengo ,NastyPlot Substitute DracoMeteor EarthPower 
GreatTusk,Protosynthesis,Leftovers,Hydreigon Skeledirge Meowscarada Toxapex Gholdengo ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,Hydreigon GreatTusk Meowscarada Toxapex Gholdengo ,TorchSong WillOWisp Hex SlackOff 
Meowscarada,Overgrow,ChoiceBand,Hydreigon GreatTusk Skeledirge Toxapex Gholdengo ,KnockOff SuckerPunch Uturn FlowerTrick 
Toxapex,Regenerator,ShucaBerry,Hydreigon GreatTusk Skeledirge Meowscarada Gholdengo ,Surf ToxicSpikes Toxic Recover 
Gholdengo,GoodasGold,ChoiceScarf,Hydreigon GreatTusk Skeledirge Meowscarada Toxapex ,ShadowBall MakeItRain Trick Recover 
Orthworm,EarthEater,SitrusBerry,RoaringMoon Dragapult Kingambit Volcarona Glimmora ,Spikes ShedTail IronHead BodyPress 
RoaringMoon,Protosynthesis,BoosterEnergy,Orthworm Dragapult Kingambit Volcarona Glimmora ,DragonDance Crunch Taunt Acrobatics 
Dragapult,Infiltrator,DragonFang,Orthworm RoaringMoon Kingambit Volcarona Glimmora ,DragonDance DragonDarts PhantomForce TeraBlast 
Kingambit,SupremeOverlord,LumBerry,Orthworm RoaringMoon Dragapult Volcarona Glimmora ,SwordsDance LowKick KowtowCleave SuckerPunch 
Volcarona,FlameBody,HeavyDutyBoots,Orthworm RoaringMoon Dragapult Kingambit Glimmora ,QuiverDance BugBuzz Flamethrower GigaDrain 
Glimmora,ToxicDebris,FocusSash,Orthworm RoaringMoon Dragapult Kingambit Volcarona ,StealthRock EarthPower DazzlingGleam MortalSpin 
Corviknight,Pressure,Leftovers,Meowscarada GreatTusk Gholdengo Toxapex Garchomp ,BodyPress Uturn BraveBird Roost 
Meowscarada,Overgrow,HeavyDutyBoots,Corviknight GreatTusk Gholdengo Toxapex Garchomp ,KnockOff Spikes Uturn FlowerTrick 
GreatTusk,Protosynthesis,Leftovers,Corviknight Meowscarada Gholdengo Toxapex Garchomp ,Earthquake KnockOff RapidSpin StealthRock 
Gholdengo,GoodasGold,ChoiceSpecs,Corviknight Meowscarada GreatTusk Toxapex Garchomp ,ShadowBall MakeItRain Trick FocusBlast 
Toxapex,Regenerator,AssaultVest,Corviknight Meowscarada GreatTusk Gholdengo Garchomp ,Surf IceBeam SludgeBomb Infestation 
Garchomp,RoughSkin,Leftovers,Corviknight Meowscarada GreatTusk Gholdengo Toxapex ,SwordsDance Earthquake DragonClaw Substitute 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge IronValiant Toxapex Gholdengo ,NastyPlot Substitute DarkPulse EarthPower 
GreatTusk,Protosynthesis,Leftovers,Hydreigon Skeledirge IronValiant Toxapex Gholdengo ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,Hydreigon GreatTusk IronValiant Toxapex Gholdengo ,TorchSong Hex WillOWisp SlackOff 
IronValiant,QuarkDrive,ChoiceBand,Hydreigon GreatTusk Skeledirge Toxapex Gholdengo ,CloseCombat ZenHeadbutt KnockOff SpiritBreak 
Toxapex,Regenerator,ShucaBerry,Hydreigon GreatTusk Skeledirge IronValiant Gholdengo ,Surf ToxicSpikes Toxic Recover 
Gholdengo,GoodasGold,ChoiceScarf,Hydreigon GreatTusk Skeledirge IronValiant Toxapex ,ShadowBall MakeItRain Trick Recover 
Meowscarada,Protean,HeavyDutyBoots,IronValiant RoaringMoon Garchomp Azumarill Gholdengo ,KnockOff LowKick Uturn FlowerTrick 
IronValiant,QuarkDrive,BoosterEnergy,Meowscarada RoaringMoon Garchomp Azumarill Gholdengo ,SwordsDance SpiritBreak Encore KnockOff 
RoaringMoon,Protosynthesis,BoosterEnergy,Meowscarada IronValiant Garchomp Azumarill Gholdengo ,DragonDance Crunch Taunt Acrobatics 
Garchomp,RoughSkin,RockyHelmet,Meowscarada IronValiant RoaringMoon Azumarill Gholdengo ,StealthRock Earthquake Spikes DragonTail 
Azumarill,HugePower,SitrusBerry,Meowscarada IronValiant RoaringMoon Garchomp Gholdengo ,BellyDrum PlayRough AquaJet Encore 
Gholdengo,GoodasGold,AirBalloon,Meowscarada IronValiant RoaringMoon Garchomp Azumarill ,MakeItRain ShadowBall NastyPlot ThunderWave 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge IronValiant Toxapex Gholdengo ,NastyPlot Substitute DracoMeteor EarthPower 
GreatTusk,Protosynthesis,Leftovers,Hydreigon Skeledirge IronValiant Toxapex Gholdengo ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,Hydreigon GreatTusk IronValiant Toxapex Gholdengo ,TorchSong ShadowBall Substitute SlackOff 
IronValiant,QuarkDrive,ChoiceBand,Hydreigon GreatTusk Skeledirge Toxapex Gholdengo ,CloseCombat ZenHeadbutt KnockOff SpiritBreak 
Toxapex,Regenerator,ShucaBerry,Hydreigon GreatTusk Skeledirge IronValiant Gholdengo ,Surf ToxicSpikes Toxic Recover 
Gholdengo,GoodasGold,ChoiceScarf,Hydreigon GreatTusk Skeledirge IronValiant Toxapex ,ShadowBall MakeItRain Trick Recover 
IronValiant,QuarkDrive,BoosterEnergy,RoaringMoon Grimmsnarl Armarouge Orthworm IronMoth ,CalmMind Moonblast AuraSphere Psyshock 
RoaringMoon,Protosynthesis,BoosterEnergy,IronValiant Grimmsnarl Armarouge Orthworm IronMoth ,DragonDance Crunch Taunt Acrobatics 
Grimmsnarl,Prankster,LightClay,IronValiant RoaringMoon Armarouge Orthworm IronMoth ,LightScreen Reflect Taunt HammerArm 
Armarouge,WeakArmor,Leftovers,IronValiant RoaringMoon Grimmsnarl Orthworm IronMoth ,AuraSphere CalmMind IronDefense StoredPower 
Orthworm,EarthEater,SitrusBerry,IronValiant RoaringMoon Grimmsnarl Armarouge IronMoth ,StealthRock ShedTail BodyPress IronHead 
IronMoth,QuarkDrive,BoosterEnergy,IronValiant RoaringMoon Grimmsnarl Armarouge Orthworm ,FieryDance DazzlingGleam Psychic SludgeWave 
Cinderace,Blaze,HeavyDutyBoots,Hydreigon IronValiant Gholdengo GreatTusk Garganacl ,PyroBall Uturn WillOWisp CourtChange 
Hydreigon,Levitate,Leftovers,Cinderace IronValiant Gholdengo GreatTusk Garganacl ,EarthPower DracoMeteor NastyPlot Substitute 
IronValiant,QuarkDrive,BoosterEnergy,Cinderace Hydreigon Gholdengo GreatTusk Garganacl ,SwordsDance Liquidation CloseCombat KnockOff 
Gholdengo,GoodasGold,AirBalloon,Cinderace Hydreigon IronValiant GreatTusk Garganacl ,MakeItRain ShadowBall NastyPlot Recover 
GreatTusk,Protosynthesis,Leftovers,Cinderace Hydreigon IronValiant Gholdengo Garganacl ,Earthquake KnockOff RapidSpin BulkUp 
Garganacl,PurifyingSalt,Leftovers,Cinderace Hydreigon IronValiant Gholdengo GreatTusk ,StealthRock SaltCure Curse Recover 
GreatTusk,Protosynthesis,Leftovers,Skeledirge IronValiant Hydreigon Gholdengo Toxapex ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,GreatTusk IronValiant Hydreigon Gholdengo Toxapex ,TorchSong Hex WillOWisp SlackOff 
IronValiant,QuarkDrive,ExpertBelt,GreatTusk Skeledirge Hydreigon Gholdengo Toxapex ,Taunt KnockOff Moonblast CloseCombat 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge IronValiant Gholdengo Toxapex ,NastyPlot Substitute DracoMeteor EarthPower 
Gholdengo,GoodasGold,ChoiceScarf,GreatTusk Skeledirge IronValiant Hydreigon Toxapex ,ShadowBall MakeItRain Trick Recover 
Toxapex,Regenerator,AssaultVest,GreatTusk Skeledirge IronValiant Hydreigon Gholdengo ,Surf IceBeam SludgeBomb Infestation 
Dragapult,Infiltrator,Leftovers,RotomWash TingLu Gholdengo GreatTusk WalkingWake ,WillOWisp Hex DragonDarts Substitute 
RotomWash,Levitate,Leftovers,Dragapult TingLu Gholdengo GreatTusk WalkingWake ,Discharge HydroPump TeraBlast NastyPlot 
TingLu,VesselofRuin,Leftovers,Dragapult RotomWash Gholdengo GreatTusk WalkingWake ,Ruination Spikes Whirlwind Earthquake 
Gholdengo,GoodasGold,ChoiceSpecs,Dragapult RotomWash TingLu GreatTusk WalkingWake ,ShadowBall MakeItRain Trick Recover 
GreatTusk,Protosynthesis,Leftovers,Dragapult RotomWash TingLu Gholdengo WalkingWake ,Earthquake KnockOff RapidSpin StealthRock 
WalkingWake,Protosynthesis,Leftovers,Dragapult RotomWash TingLu Gholdengo GreatTusk ,Roar HydroSteam Substitute DragonBreath 
Greninja,Torrent,ChoiceSpecs,Corviknight IronValiant Slowking Kingambit GreatTusk ,HydroPump DarkPulse IceBeam WaterShuriken 
Corviknight,Pressure,Leftovers,Greninja IronValiant Slowking Kingambit GreatTusk ,BodyPress BraveBird Roost Uturn 
IronValiant,QuarkDrive,ChoiceScarf,Greninja Corviknight Slowking Kingambit GreatTusk ,Moonblast CloseCombat KnockOff Trick 
Slowking,Regenerator,RedCard,Greninja Corviknight IronValiant Kingambit GreatTusk ,ThunderWave ChillyReception Surf SlackOff 
Kingambit,SupremeOverlord,Leftovers,Greninja Corviknight IronValiant Slowking GreatTusk ,SwordsDance IronHead KowtowCleave SuckerPunch 
GreatTusk,Protosynthesis,Leftovers,Greninja Corviknight IronValiant Slowking Kingambit ,Earthquake KnockOff RapidSpin StealthRock 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge Meowscarada Toxapex Gholdengo ,NastyPlot Substitute DracoMeteor EarthPower 
GreatTusk,Protosynthesis,Leftovers,Hydreigon Skeledirge Meowscarada Toxapex Gholdengo ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,Hydreigon GreatTusk Meowscarada Toxapex Gholdengo ,TorchSong ShadowBall Substitute SlackOff 
Meowscarada,Overgrow,ChoiceBand,Hydreigon GreatTusk Skeledirge Toxapex Gholdengo ,KnockOff SuckerPunch Uturn FlowerTrick 
Toxapex,Regenerator,ShucaBerry,Hydreigon GreatTusk Skeledirge Meowscarada Gholdengo ,Surf ToxicSpikes Toxic Recover 
Gholdengo,GoodasGold,ChoiceScarf,Hydreigon GreatTusk Skeledirge Meowscarada Toxapex ,ShadowBall MakeItRain Trick Recover 
Hydreigon,Levitate,Leftovers,GreatTusk Skeledirge Meowscarada Toxapex Gholdengo ,NastyPlot Substitute DracoMeteor EarthPower 
GreatTusk,Protosynthesis,Leftovers,Hydreigon Skeledirge Meowscarada Toxapex Gholdengo ,Earthquake KnockOff RapidSpin StealthRock 
Skeledirge,Unaware,HeavyDutyBoots,Hydreigon GreatTusk Meowscarada Toxapex Gholdengo ,TorchSong ShadowBall Substitute SlackOff 
Meowscarada,Overgrow,ChoiceBand,Hydreigon GreatTusk Skeledirge Toxapex Gholdengo ,KnockOff SuckerPunch Uturn FlowerTrick 
Toxapex,Regenerator,AssaultVest,Hydreigon GreatTusk Skeledirge Meowscarada Gholdengo ,Surf IceBeam SludgeBomb Infestation 
Gholdengo,GoodasGold,ChoiceScarf,Hydreigon GreatTusk Skeledirge Meowscarada Toxapex ,ShadowBall MakeItRain Trick Recover 
GreatTusk,Protosynthesis,Leftovers,Kingambit RoaringMoon Dragapult Skeledirge RotomWash ,Earthquake KnockOff RapidSpin StealthRock 
Kingambit,SupremeOverlord,Leftovers,GreatTusk RoaringMoon Dragapult Skeledirge RotomWash ,SwordsDance IronHead KowtowCleave SuckerPunch 
RoaringMoon,Protosynthesis,BoosterEnergy,GreatTusk Kingambit Dragapult Skeledirge RotomWash ,DragonDance JawLock Roost Acrobatics 
Dragapult,Infiltrator,HeavyDutyBoots,GreatTusk Kingambit RoaringMoon Skeledirge RotomWash ,WillOWisp Hex DragonDarts Uturn 
Skeledirge,Unaware,HeavyDutyBoots,GreatTusk Kingambit RoaringMoon Dragapult RotomWash ,Substitute TorchSong ShadowBall SlackOff 
